scenario_id,scenario_type,lower_rest_days,upper_rest_days,event,band,measurement_mode,redshift_adopted,publication_reference_mjd,reference_epoch_type,eligible_N,retained_N,excluded_N,retained_fraction,retained_pre_reference_N,retained_at_reference_N,retained_post_reference_N,retained_mjd_min,retained_mjd_max,retained_first_minus_reference_rest_days,retained_last_minus_reference_rest_days,retained_span_rest_days,retained_median_positive_cadence_rest_days,retained_p90_positive_cadence_rest_days,retained_max_gap_rest_days,temporal_window_scenario_applied,final_fitting_window_selected,model_time_defined,reference_epoch_limitation
ALL_ELIGIBLE,full_available_eligible_layer,,,AT2020ysg,g,FLUX,0.277,59122.64,fitted_lightcurve_peak,421,421,0,1.0,171,0,250,58423.496099499986,60684.445439800154,-547.4893504307078,1223.0269693031753,1770.516319733883,1.5421388802077027,7.062523539696609,123.1712872357915,False,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
ALL_ELIGIBLE,full_available_eligible_layer,,,AT2020ysg,i,FLUX,0.277,59122.64,fitted_lightcurve_peak,79,79,0,1.0,16,0,63,58582.30288190022,60067.391342599876,-423.13008465135334,739.820941738353,1162.9510263897064,3.9304902896681795,37.54897003908792,183.37849663284635,False,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
ALL_ELIGIBLE,full_available_eligible_layer,,,AT2020ysg,r,FLUX,0.277,59122.64,fitted_lightcurve_peak,531,531,0,1.0,210,0,321,58426.54271990014,60398.36825230019,-545.1035866091283,999.0041129993674,1544.1076996084957,0.7910386062268759,5.466314651598584,70.73288269380373,False,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
ALL_ELIGIBLE,full_available_eligible_layer,,,AT2020yue,W1,FLUX,0.204,59179.44,fitted_rest_frame_g_band_peak,21,21,0,1.0,13,0,8,56803.40296148,60435.98879698,-1973.4526898006648,1043.645180215942,3017.097870016607,149.04736022632835,173.31607679069904,173.55765858388455,False,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
ALL_ELIGIBLE,full_available_eligible_layer,,,AT2020yue,W2,FLUX,0.204,59179.44,fitted_rest_frame_g_band_peak,21,21,0,1.0,13,0,8,56803.40296148,60435.98879698,-1973.4526898006648,1043.645180215942,3017.097870016607,149.04736022632835,173.31607679069904,173.55765858388455,False,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
ALL_ELIGIBLE,full_available_eligible_layer,,,AT2020yue,g,FLUX,0.204,59179.44,fitted_rest_frame_g_band_peak,218,218,0,1.0,80,0,138,58472.522962999996,60699.377465299796,-587.1403961794074,1262.406532641025,1849.5469288204324,2.5166497508565158,15.952052176230758,140.56066968408646,False,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
ALL_ELIGIBLE,full_available_eligible_layer,,,AT2020yue,r,FLUX,0.204,59179.44,fitted_rest_frame_g_band_peak,282,282,0,1.0,117,0,165,58472.54479169985,60257.51686340012,-587.1222660300245,895.4126772426198,1482.5349432726443,1.6736745849047538,8.289661461509072,108.70982715945097,False,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
ALL_ELIGIBLE,full_available_eligible_layer,,,AT2020zso,B,FLUX,0.0563,59184.0,bolometric_peak,18,18,0,1.0,5,0,13,59173.046423,60411.74556,-10.369759538010246,1162.3076398750384,1172.6773994130485,4.1516680867123945,48.06802007005372,999.6029366657249,False,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
ALL_ELIGIBLE,full_available_eligible_layer,,,AT2020zso,U,FLUX,0.0563,59184.0,bolometric_peak,18,18,0,1.0,5,0,13,59173.045444,60411.744572,-10.37068635803934,1162.3067045346997,1172.677390892739,4.151592350661364,48.06767414560043,999.6028694499697,False,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
ALL_ELIGIBLE,full_available_eligible_layer,,,AT2020zso,UVM2,FLUX,0.0563,59184.0,bolometric_peak,17,17,0,1.0,5,0,12,59173.053128,60411.751853,-10.363411909495824,1162.3135974628435,1172.6770093723394,5.0815114077455,56.732607213858394,999.6000833096691,False,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
ALL_ELIGIBLE,full_available_eligible_layer,,,AT2020zso,UVW1,FLUX,0.0563,59184.0,bolometric_peak,18,18,0,1.0,5,0,13,59173.044009,60411.742973,-10.372044873617856,1162.305190760201,1172.6772356338188,4.151438038435434,48.067112184037725,999.603040802801,False,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
ALL_ELIGIBLE,full_available_eligible_layer,,,AT2020zso,UVW2,FLUX,0.0563,59184.0,bolometric_peak,18,18,0,1.0,5,0,13,59173.048803,60411.747556,-10.367506390232073,1162.3095294897303,1172.6770358799624,4.151882987792924,48.06878992710767,999.6023118432264,False,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
ALL_ELIGIBLE,full_available_eligible_layer,,,AT2020zso,W1,FLUX,0.0563,59184.0,bolometric_peak,21,21,0,1.0,14,0,7,56806.59137009,60454.79827351,-2250.694527984476,1203.0656759538022,3453.7602039382778,171.3130401401149,190.56677829072655,192.90699478368307,False,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
ALL_ELIGIBLE,full_available_eligible_layer,,,AT2020zso,W2,FLUX,0.0563,59184.0,bolometric_peak,21,21,0,1.0,14,0,7,56806.59137009,60454.79827351,-2250.694527984476,1203.0656759538022,3453.7602039382778,171.3130401401149,190.56677829072655,192.90699478368307,False,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
ALL_ELIGIBLE,full_available_eligible_layer,,,AT2020zso,g,FLUX,0.0563,59184.0,bolometric_peak,269,269,0,1.0,89,0,180,58469.10606480017,60664.11395830009,-676.7906231182684,1401.2249912904394,2078.015614408708,2.7990785286233955,10.377011445491044,187.71938473891888,False,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
ALL_ELIGIBLE,full_available_eligible_layer,,,AT2020zso,i,FLUX,0.0563,59184.0,bolometric_peak,64,64,0,1.0,9,0,55,58716.328645799775,60577.339560199995,-442.7448207897617,1319.0756037110618,1761.8204245008235,4.732199848628564,16.844394433480613,596.5525629081753,False,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
ALL_ELIGIBLE,full_available_eligible_layer,,,AT2020zso,r,FLUX,0.0563,59184.0,bolometric_peak,324,324,0,1.0,107,0,217,58469.06981479982,60666.13548609987,-676.8249410207146,1403.1387731703767,2079.963714191091,1.9491515667675448,8.678944826212152,171.68688705857744,False,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
POST_REFERENCE_ALL,post_reference_unbounded,0,,AT2018hyz,g,MAGNITUDE,0.04573,58429.0,bolometric_peak,79,77,2,0.9746835443037974,0,0,77,58432.352736666646,58652.978515625,3.2061207641033502,214.1838864955581,210.97776573145478,1.929348995438593,5.72454469604965,11.535004255400533,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
POST_REFERENCE_ALL,post_reference_unbounded,0,,AT2019qiz,g,MAGNITUDE,0.01513,58764.0,bolometric_peak,55,44,11,0.8,0,0,44,58766.31,58907.47,2.2755706165689826,141.33165210367258,139.0560814871036,3.053796065527119,6.235654546710023,8.274802242078803,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
POST_REFERENCE_ALL,post_reference_unbounded,0,,AT2019qiz,i,MAGNITUDE,0.01513,58764.0,bolometric_peak,29,26,3,0.896551724137931,0,0,26,58766.32,58903.11,2.285421571621082,137.03663570183184,134.75121413021077,4.088146345789657,8.830396106901073,15.150768867039078,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
POST_REFERENCE_ALL,post_reference_unbounded,0,,AT2019qiz,r,MAGNITUDE,0.01513,58764.0,bolometric_peak,61,52,9,0.8524590163934426,0,0,52,58766.31,58907.48,2.2755706165689826,141.3415030587247,139.0659324421557,2.6203540433279406,5.152049491201325,9.870656960189136,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
POST_REFERENCE_ALL,post_reference_unbounded,0,,AT2020wey,W1,FLUX,0.02738,59152.0,r_band_peak,20,7,13,0.35,0,0,7,59300.63709439,60396.10768027,144.67586909419737,1210.9518194533641,1066.2759503591667,177.2152252525863,204.13470824086755,204.16865910860992,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
POST_REFERENCE_ALL,post_reference_unbounded,0,,AT2020wey,W2,FLUX,0.02738,59152.0,r_band_peak,20,7,13,0.35,0,0,7,59300.63709439,60396.10768027,144.67586909419737,1210.9518194533641,1066.2759503591667,177.2152252525863,204.13470824086755,204.16865910860992,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
POST_REFERENCE_ALL,post_reference_unbounded,0,,AT2020wey,g,FLUX,0.02738,59152.0,r_band_peak,683,428,255,0.6266471449487555,0,0,428,59153.515729200095,60706.41350689996,1.4753345403793516,1512.9878982459854,1511.512563705606,0.9704319725828786,5.627288325623759,153.05705250238378,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
POST_REFERENCE_ALL,post_reference_unbounded,0,,AT2020wey,r,FLUX,0.02738,59152.0,r_band_peak,801,474,327,0.5917602996254682,0,0,474,59153.49020829983,60706.277326399926,1.4504937801305806,1512.8553469990911,1511.4048532189604,0.9600449687484551,4.956154684777307,153.09510784730483,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
POST_REFERENCE_ALL,post_reference_unbounded,0,,AT2020ysg,W1,FLUX,0.277,59122.64,fitted_lightcurve_peak,21,8,13,0.38095238095238093,0,0,8,59185.03460178,60438.61998174,48.86029896632511,1030.5246528895834,981.6643539232582,124.15771842208417,163.23976229757358,163.47969166013786,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
POST_REFERENCE_ALL,post_reference_unbounded,0,,AT2020ysg,W2,FLUX,0.277,59122.64,fitted_lightcurve_peak,21,8,13,0.38095238095238093,0,0,8,59185.03460178,60438.61998174,48.86029896632511,1030.5246528895834,981.6643539232582,124.15771842208417,163.23976229757358,163.47969166013786,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
POST_REFERENCE_ALL,post_reference_unbounded,0,,AT2020ysg,g,FLUX,0.277,59122.64,fitted_lightcurve_peak,421,250,171,0.5938242280285035,0,0,250,59150.516018500086,60684.445439800154,21.82930187947259,1223.0269693031753,1201.1976674237028,1.5646299137970898,8.034450305259698,123.1712872357915,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
POST_REFERENCE_ALL,post_reference_unbounded,0,,AT2020ysg,i,FLUX,0.277,59122.64,fitted_lightcurve_peak,79,63,16,0.7974683544303798,0,0,63,59189.53078699997,60067.391342599876,52.38119577131364,739.820941738353,687.4397459670392,4.702450234965131,18.61368967887501,113.77597595955199,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
POST_REFERENCE_ALL,post_reference_unbounded,0,,AT2020ysg,r,FLUX,0.277,59122.64,fitted_lightcurve_peak,531,321,210,0.6045197740112994,0,0,321,59137.53096059989,60398.36825230019,11.660893187073157,999.0041129993674,987.3432198122943,0.8274058340235482,5.441570375661659,67.25283868438743,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
POST_REFERENCE_ALL,post_reference_unbounded,0,,AT2020yue,W1,FLUX,0.204,59179.44,fitted_rest_frame_g_band_peak,21,8,13,0.38095238095238093,0,0,8,59182.387754945,60435.98879698,2.44830144933124,1043.645180215942,1041.1968787666108,131.5281853239142,173.4349167882071,173.55765858388455,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
POST_REFERENCE_ALL,post_reference_unbounded,0,,AT2020yue,W2,FLUX,0.204,59179.44,fitted_rest_frame_g_band_peak,21,8,13,0.38095238095238093,0,0,8,59182.387754945,60435.98879698,2.44830144933124,1043.645180215942,1041.1968787666108,131.5281853239142,173.4349167882071,173.55765858388455,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
POST_REFERENCE_ALL,post_reference_unbounded,0,,AT2020yue,g,FLUX,0.204,59179.44,fitted_rest_frame_g_band_peak,218,138,80,0.6330275229357798,0,0,138,59182.56280090008,60699.377465299796,2.59368845521344,1262.406532641025,1259.8128441858114,2.4566452658620737,18.061323372254225,140.56066968408646,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
POST_REFERENCE_ALL,post_reference_unbounded,0,,AT2020yue,r,FLUX,0.204,59179.44,fitted_rest_frame_g_band_peak,282,165,117,0.5851063829787234,0,0,165,59185.52653940022,60257.51686340012,5.055265282572749,895.4126772426198,890.3574119600471,1.6520549003669118,8.046752956627797,108.70982715945097,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
POST_REFERENCE_ALL,post_reference_unbounded,0,,AT2020zso,B,FLUX,0.0563,59184.0,bolometric_peak,18,13,5,0.7222222222222222,0,0,13,59184.270007,60411.74556,0.25561582883571743,1162.3076398750384,1162.0520240462026,5.970847297171948,91.38189349616538,999.6029366657249,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
POST_REFERENCE_ALL,post_reference_unbounded,0,,AT2020zso,U,FLUX,0.0563,59184.0,bolometric_peak,18,13,5,0.7222222222222222,0,0,13,59184.269258,60411.744572,0.25490674997658197,1162.3067045346997,1162.051797784723,5.970804695634204,91.38174353876434,999.6028694499697,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
POST_REFERENCE_ALL,post_reference_unbounded,0,,AT2020zso,UVM2,FLUX,0.0563,59184.0,bolometric_peak,17,12,5,0.7058823529411765,0,0,12,59184.278785,60411.751853,0.2639259680036396,1162.3135974628435,1162.04967149484,6.7523156300335545,100.04291394490032,999.6000833096691,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
POST_REFERENCE_ALL,post_reference_unbounded,0,,AT2020zso,UVW1,FLUX,0.0563,59184.0,bolometric_peak,18,13,5,0.7222222222222222,0,0,13,59184.268139,60411.742973,0.2538473918392425,1162.305190760201,1162.0513433683618,5.970584587711574,91.3818258070617,999.603040802801,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
POST_REFERENCE_ALL,post_reference_unbounded,0,,AT2020zso,UVW2,FLUX,0.0563,59184.0,bolometric_peak,18,13,5,0.7222222222222222,0,0,13,59184.272864,60411.747556,0.25832055287197064,1162.3095294897303,1162.0512089368583,5.970615355485965,91.38194528070004,999.6023118432264,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
POST_REFERENCE_ALL,post_reference_unbounded,0,,AT2020zso,W1,FLUX,0.0563,59184.0,bolometric_peak,21,7,14,0.3333333333333333,0,0,7,59359.3580796,60454.79827351,166.0116251065061,1203.0656759538022,1037.0540508472961,172.4054565416999,191.60027001089077,192.90699478368307,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
POST_REFERENCE_ALL,post_reference_unbounded,0,,AT2020zso,W2,FLUX,0.0563,59184.0,bolometric_peak,21,7,14,0.3333333333333333,0,0,7,59359.3580796,60454.79827351,166.0116251065061,1203.0656759538022,1037.0540508472961,172.4054565416999,191.60027001089077,192.90699478368307,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
POST_REFERENCE_ALL,post_reference_unbounded,0,,AT2020zso,g,FLUX,0.0563,59184.0,bolometric_peak,269,180,89,0.6691449814126395,0,0,180,59184.148958299775,60664.11395830009,0.14101893380164401,1401.2249912904394,1401.083972356638,2.741049228370624,9.6761209312391,182.02252532434397,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
POST_REFERENCE_ALL,post_reference_unbounded,0,,AT2020zso,i,FLUX,0.0563,59184.0,bolometric_peak,64,55,9,0.859375,0,0,55,59399.43984950008,60577.339560199995,203.95706664780715,1319.0756037110618,1115.1185370632547,4.6776824293200185,16.75060201656879,403.08552125313145,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
POST_REFERENCE_ALL,post_reference_unbounded,0,,AT2020zso,r,FLUX,0.0563,59184.0,bolometric_peak,324,217,107,0.6697530864197531,0,0,217,59187.16989579983,60666.13548609987,3.0009427244443394,1403.1387731703767,1400.1378304459324,1.9524442866934097,9.488237053951178,171.68688705857744,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_180,bounded_reference_anchored_sensitivity_grid,0,180.0,AT2018hyz,g,MAGNITUDE,0.04573,58429.0,bolometric_peak,79,60,19,0.759493670886076,0,0,60,58432.352736666646,58606.2734375,3.2061207641033502,169.5212315798533,166.31511081574996,2.2468604467692423,5.780202585753493,11.535004255400533,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_180,bounded_reference_anchored_sensitivity_grid,0,180.0,AT2019qiz,g,MAGNITUDE,0.01513,58764.0,bolometric_peak,55,44,11,0.8,0,0,44,58766.31,58907.47,2.2755706165689826,141.33165210367258,139.0560814871036,3.053796065527119,6.235654546710023,8.274802242078803,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_180,bounded_reference_anchored_sensitivity_grid,0,180.0,AT2019qiz,i,MAGNITUDE,0.01513,58764.0,bolometric_peak,29,26,3,0.896551724137931,0,0,26,58766.32,58903.11,2.285421571621082,137.03663570183184,134.75121413021077,4.088146345789657,8.830396106901073,15.150768867039078,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_180,bounded_reference_anchored_sensitivity_grid,0,180.0,AT2019qiz,r,MAGNITUDE,0.01513,58764.0,bolometric_peak,61,52,9,0.8524590163934426,0,0,52,58766.31,58907.48,2.2755706165689826,141.3415030587247,139.0659324421557,2.6203540433279406,5.152049491201325,9.870656960189136,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_180,bounded_reference_anchored_sensitivity_grid,0,180.0,AT2020wey,W1,FLUX,0.02738,59152.0,r_band_peak,20,1,19,0.05,0,0,1,59300.63709439,59300.63709439,144.67586909419737,144.67586909419737,0,,,,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_180,bounded_reference_anchored_sensitivity_grid,0,180.0,AT2020wey,W2,FLUX,0.02738,59152.0,r_band_peak,20,1,19,0.05,0,0,1,59300.63709439,59300.63709439,144.67586909419737,144.67586909419737,0,,,,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
REF_0_180,bounded_reference_anchored_sensitivity_grid,0,180.0,AT2020wey,g,FLUX,0.02738,59152.0,r_band_peak,683,161,522,0.23572474377745242,0,0,161,59153.515729200095,59336.23361109989,1.4753345403793516,179.32372744251168,177.84839290213233,0.9124590221726974,2.8829097022111196,14.525948431971663,True,False,False,The reference epochs used in this audit are heterogeneous literature-derived descriptive anchors. Equal numerical window bounds relative to these anchors do not imply that the anchors represent the same physical phase across events.
