anchor_source,anchor_id,event,band,measurement_mode,anchor_mjd,anchor_definition,anchor_source_authors,anchor_source_year,anchor_doi,anchor_source_location,anchor_provenance_note,redshift_adopted,diagnostic_half_width_rest_days,eligible_N,local_N,local_pre_anchor_N,local_at_anchor_N,local_post_anchor_N,nearest_pre_anchor_mjd,nearest_pre_anchor_rest_days,nearest_post_anchor_mjd,nearest_post_anchor_rest_days,local_mjd_min,local_mjd_max,local_span_rest_days,local_brightest_observed_mjd,local_brightest_offset_rest_days,local_brightest_has_pre_measurement,local_brightest_has_post_measurement,pre_adjacent_steps_N,pre_rising_steps_N,pre_declining_steps_N,pre_tied_steps_N,pre_rising_step_fraction,post_adjacent_steps_N,post_rising_steps_N,post_declining_steps_N,post_tied_steps_N,post_declining_step_fraction,final_decline_anchor_selected,final_fitting_window_selected,model_time_defined,notes
CURRENT,CURRENT,AT2020ysg,W1,FLUX,59122.64,model_derived_K_corrected_multiband_peak,Hammerstein et al.,2023,10.3847/1538-4357/aca283,Section 5.1; Table 6; Appendix A.30,Existing fitted_lightcurve_peak label is broadly accurate but underspecified; ZTF missed the peak and lacked pre-peak colour information.,0.277,120.0,21,2,1,0,1,58978.85891881,-112.59285919342057,59185.03460178,48.86029896632511,58978.85891881,59185.03460178,161.45315815974567,58978.85891881,-112.59285919342057,False,True,0,0,0,0,,0,0,0,0,,False,False,False,"Diagnostic local-neighborhood measurement summary only. The brightest observed local measurement may be sensitive to cadence, noise, or outliers and is not interpreted as a true peak, physical peak, fitted peak, decline anchor, or model-time origin."
CURRENT,CURRENT,AT2020ysg,W2,FLUX,59122.64,model_derived_K_corrected_multiband_peak,Hammerstein et al.,2023,10.3847/1538-4357/aca283,Section 5.1; Table 6; Appendix A.30,Existing fitted_lightcurve_peak label is broadly accurate but underspecified; ZTF missed the peak and lacked pre-peak colour information.,0.277,30.0,21,0,0,0,0,,,,,,,,,,,,0,0,0,0,,0,0,0,0,,False,False,False,"Diagnostic local-neighborhood measurement summary only. The brightest observed local measurement may be sensitive to cadence, noise, or outliers and is not interpreted as a true peak, physical peak, fitted peak, decline anchor, or model-time origin."
CURRENT,CURRENT,AT2020ysg,W2,FLUX,59122.64,model_derived_K_corrected_multiband_peak,Hammerstein et al.,2023,10.3847/1538-4357/aca283,Section 5.1; Table 6; Appendix A.30,Existing fitted_lightcurve_peak label is broadly accurate but underspecified; ZTF missed the peak and lacked pre-peak colour information.,0.277,60.0,21,1,0,0,1,,,59185.03460178,48.86029896632511,59185.03460178,59185.03460178,0,59185.03460178,48.86029896632511,False,False,0,0,0,0,,0,0,0,0,,False,False,False,"Diagnostic local-neighborhood measurement summary only. The brightest observed local measurement may be sensitive to cadence, noise, or outliers and is not interpreted as a true peak, physical peak, fitted peak, decline anchor, or model-time origin."
CURRENT,CURRENT,AT2020ysg,W2,FLUX,59122.64,model_derived_K_corrected_multiband_peak,Hammerstein et al.,2023,10.3847/1538-4357/aca283,Section 5.1; Table 6; Appendix A.30,Existing fitted_lightcurve_peak label is broadly accurate but underspecified; ZTF missed the peak and lacked pre-peak colour information.,0.277,120.0,21,2,1,0,1,58978.85891881,-112.59285919342057,59185.03460178,48.86029896632511,58978.85891881,59185.03460178,161.45315815974567,59185.03460178,48.86029896632511,True,False,0,0,0,0,,0,0,0,0,,False,False,False,"Diagnostic local-neighborhood measurement summary only. The brightest observed local measurement may be sensitive to cadence, noise, or outliers and is not interpreted as a true peak, physical peak, fitted peak, decline anchor, or model-time origin."
CURRENT,CURRENT,AT2020ysg,g,FLUX,59122.64,model_derived_K_corrected_multiband_peak,Hammerstein et al.,2023,10.3847/1538-4357/aca283,Section 5.1; Table 6; Appendix A.30,Existing fitted_lightcurve_peak label is broadly accurate but underspecified; ZTF missed the peak and lacked pre-peak colour information.,0.277,30.0,421,2,0,0,2,,,59150.516018500086,21.82930187947259,59150.516018500086,59152.545879600104,1.5895545027549132,59152.545879600104,23.418856382227506,True,False,0,0,0,0,,1,1,0,0,0,False,False,False,"Diagnostic local-neighborhood measurement summary only. The brightest observed local measurement may be sensitive to cadence, noise, or outliers and is not interpreted as a true peak, physical peak, fitted peak, decline anchor, or model-time origin."
CURRENT,CURRENT,AT2020ysg,g,FLUX,59122.64,model_derived_K_corrected_multiband_peak,Hammerstein et al.,2023,10.3847/1538-4357/aca283,Section 5.1; Table 6; Appendix A.30,Existing fitted_lightcurve_peak label is broadly accurate but underspecified; ZTF missed the peak and lacked pre-peak colour information.,0.277,60.0,421,15,0,0,15,,,59150.516018500086,21.82930187947259,59150.516018500086,59198.506238400005,37.58043844942747,59152.545879600104,23.418856382227506,True,True,0,0,0,0,,14,5,9,0,0.6428571428571429,False,False,False,"Diagnostic local-neighborhood measurement summary only. The brightest observed local measurement may be sensitive to cadence, noise, or outliers and is not interpreted as a true peak, physical peak, fitted peak, decline anchor, or model-time origin."
CURRENT,CURRENT,AT2020ysg,g,FLUX,59122.64,model_derived_K_corrected_multiband_peak,Hammerstein et al.,2023,10.3847/1538-4357/aca283,Section 5.1; Table 6; Appendix A.30,Existing fitted_lightcurve_peak label is broadly accurate but underspecified; ZTF missed the peak and lacked pre-peak colour information.,0.277,120.0,421,49,16,0,33,59033.19934030017,-70.03967086909206,59150.516018500086,21.82930187947259,58971.26695600012,59275.223437500186,238.02386961633755,59152.545879600104,23.418856382227506,True,True,15,8,7,0,0.5333333333333333,32,12,20,0,0.625,False,False,False,"Diagnostic local-neighborhood measurement summary only. The brightest observed local measurement may be sensitive to cadence, noise, or outliers and is not interpreted as a true peak, physical peak, fitted peak, decline anchor, or model-time origin."
CURRENT,CURRENT,AT2020ysg,i,FLUX,59122.64,model_derived_K_corrected_multiband_peak,Hammerstein et al.,2023,10.3847/1538-4357/aca283,Section 5.1; Table 6; Appendix A.30,Existing fitted_lightcurve_peak label is broadly accurate but underspecified; ZTF missed the peak and lacked pre-peak colour information.,0.277,30.0,79,0,0,0,0,,,,,,,,,,,,0,0,0,0,,0,0,0,0,,False,False,False,"Diagnostic local-neighborhood measurement summary only. The brightest observed local measurement may be sensitive to cadence, noise, or outliers and is not interpreted as a true peak, physical peak, fitted peak, decline anchor, or model-time origin."
CURRENT,CURRENT,AT2020ysg,i,FLUX,59122.64,model_derived_K_corrected_multiband_peak,Hammerstein et al.,2023,10.3847/1538-4357/aca283,Section 5.1; Table 6; Appendix A.30,Existing fitted_lightcurve_peak label is broadly accurate but underspecified; ZTF missed the peak and lacked pre-peak colour information.,0.277,60.0,79,1,0,0,1,,,59189.53078699997,52.38119577131364,59189.53078699997,59189.53078699997,0,59189.53078699997,52.38119577131364,False,False,0,0,0,0,,0,0,0,0,,False,False,False,"Diagnostic local-neighborhood measurement summary only. The brightest observed local measurement may be sensitive to cadence, noise, or outliers and is not interpreted as a true peak, physical peak, fitted peak, decline anchor, or model-time origin."
CURRENT,CURRENT,AT2020ysg,i,FLUX,59122.64,model_derived_K_corrected_multiband_peak,Hammerstein et al.,2023,10.3847/1538-4357/aca283,Section 5.1; Table 6; Appendix A.30,Existing fitted_lightcurve_peak label is broadly accurate but underspecified; ZTF missed the peak and lacked pre-peak colour information.,0.277,120.0,79,13,0,0,13,,,59189.53078699997,52.38119577131364,59189.53078699997,59274.33093750011,66.4057560690249,59202.44449070003,62.493728034478785,True,True,0,0,0,0,,12,5,7,0,0.5833333333333334,False,False,False,"Diagnostic local-neighborhood measurement summary only. The brightest observed local measurement may be sensitive to cadence, noise, or outliers and is not interpreted as a true peak, physical peak, fitted peak, decline anchor, or model-time origin."
CURRENT,CURRENT,AT2020ysg,r,FLUX,59122.64,model_derived_K_corrected_multiband_peak,Hammerstein et al.,2023,10.3847/1538-4357/aca283,Section 5.1; Table 6; Appendix A.30,Existing fitted_lightcurve_peak label is broadly accurate but underspecified; ZTF missed the peak and lacked pre-peak colour information.,0.277,30.0,531,21,0,0,21,,,59137.53096059989,11.660893187073157,59137.53096059989,59159.49210650008,17.19745176209074,59137.53565970017,11.664572983685995,True,True,0,0,0,0,,20,11,9,0,0.45,False,False,False,"Diagnostic local-neighborhood measurement summary only. The brightest observed local measurement may be sensitive to cadence, noise, or outliers and is not interpreted as a true peak, physical peak, fitted peak, decline anchor, or model-time origin."
CURRENT,CURRENT,AT2020ysg,r,FLUX,59122.64,model_derived_K_corrected_multiband_peak,Hammerstein et al.,2023,10.3847/1538-4357/aca283,Section 5.1; Table 6; Appendix A.30,Existing fitted_lightcurve_peak label is broadly accurate but underspecified; ZTF missed the peak and lacked pre-peak colour information.,0.277,60.0,531,49,16,0,33,59056.18086809991,-52.043172983625794,59137.53096059989,11.660893187073157,59046.17189810006,59198.48612269992,119.27503884092451,59137.53565970017,11.664572983685995,True,True,15,7,8,0,0.4666666666666667,32,18,14,0,0.4375,False,False,False,"Diagnostic local-neighborhood measurement summary only. The brightest observed local measurement may be sensitive to cadence, noise, or outliers and is not interpreted as a true peak, physical peak, fitted peak, decline anchor, or model-time origin."
CURRENT,CURRENT,AT2020ysg,r,FLUX,59122.64,model_derived_K_corrected_multiband_peak,Hammerstein et al.,2023,10.3847/1538-4357/aca283,Section 5.1; Table 6; Appendix A.30,Existing fitted_lightcurve_peak label is broadly accurate but underspecified; ZTF missed the peak and lacked pre-peak colour information.,0.277,120.0,531,81,28,0,53,59056.18086809991,-52.043172983625794,59137.53096059989,11.660893187073157,58971.18910880014,59275.34518520022,238.18016945972988,59137.53565970017,11.664572983685995,True,True,27,15,12,0,0.5555555555555556,52,26,26,0,0.5,False,False,False,"Diagnostic local-neighborhood measurement summary only. The brightest observed local measurement may be sensitive to cadence, noise, or outliers and is not interpreted as a true peak, physical peak, fitted peak, decline anchor, or model-time origin."
CURRENT,CURRENT,AT2020yue,W1,FLUX,59179.44,fitted_rest_frame_g_band_peak,Yao et al.,2023,10.3847/2041-8213/acf216,Sections 3.2.2-3.3; Table 4 row 19,,0.204,30.0,21,1,0,0,1,,,59182.387754945,2.44830144933124,59182.387754945,59182.387754945,0,59182.387754945,2.44830144933124,False,False,0,0,0,0,,0,0,0,0,,False,False,False,"Diagnostic local-neighborhood measurement summary only. The brightest observed local measurement may be sensitive to cadence, noise, or outliers and is not interpreted as a true peak, physical peak, fitted peak, decline anchor, or model-time origin."
